id,transaction_id,transacted_at,payment_action_type,user_id,amount
2322bf60e1c411e99be9509a4c8d0e6f18080,3537575,2019-12-28 16:46:53,PAYMENT,3c9c23defcaedf5,5900
e299f319e36611e99742509a4c8d0caf18080,3659649,2019-12-31 18:44:24,PAYMENT,3c9c23defcaedf5,2400
b92cc4d3e36d11e9b5b4509a4c8d103b18080,3662128,2019-12-31 19:33:21,PAYMENT,3c9c23defcaedf5,2400
b435b9b9e37111e99742509a4c8d0caf18080,3663569,2019-12-31 20:01:50,PAYMENT,3c9c23defcaedf5,1200
125dd55ef38511e9a06b509a4c8d0caf19080,4956815,2020-01-21 07:00:48,PAYMENT,a5533c62e88a626,11000
e505f35bdeb511e9b026509a4c8d103b19080,3307430,2019-12-24 19:27:22,PAYMENT,2a8b893fa2472ef,2500
29b59177e39811e9a2d3509a4c8d0cf318080,3681179,2020-01-01 00:37:08,PAYMENT,4d45cfeac2e7855,1200
90d34bf1e3ab11e9a2d3509a4c8d0cf318080,3689080,2020-01-01 02:56:02,PAYMENT,8e54597b4474320,1200
20cf4d680e5f11ea9feb509a4c8d0e6f19080,7265790,2020-02-24 11:07:12,PAYMENT,99dafdb3f93fe25,5900
b425d124fa6c11e9af73509a4c8d0e6f19080,5523649,2020-01-30 01:53:59,PAYMENT,c7f01ab616599b8,1200
83bb4187fa6c11e99a38509a4c8d0cf319080,5523602,2020-01-30 01:52:39,PAYMENT,c7f01ab616599b8,1200
e4671136da9611e9a02c509a4c8d103b18080,2991087,2019-12-19 13:35:22,PAYMENT,a880c124a10ba9f,1200
9506efebda9611e9ac26509a4c8d103b19080,2990981,2019-12-19 13:33:09,PAYMENT,a880c124a10ba9f,1200
3411131bf18111e99456509a4c8d0e6f18080,4785911,2020-01-18 17:28:04,PAYMENT,ce4397ce29089df,7900
832f0909f52a11e98dac509a4c8d0e6f18080,5088422,2020-01-23 09:17:35,PAYMENT,4d45cfeac2e7855,9500
2659591cf54c11e9b3e2509a4c8d103b18080,5098713,2020-01-23 13:18:22,PAYMENT,8e54597b4474320,12000
37bf8041e23211e9b5b4509a4c8d103b18080,3570608,2019-12-29 05:54:52,PAYMENT,3c9c23defcaedf5,7900
58628ffddf5111e988a5509a4c8d0cf318080,3349125,2019-12-25 14:00:08,PAYMENT,627bb3ef1ce3d1c,10800
d07630f3fd9211e9adec509a4c8d0caf19080,5801955,2020-02-03 02:04:21,PAYMENT,2a8b893fa2472ef,3900
aa0fdc6eecc111e9aa11509a4c8d0cf319080,4418060,2020-01-12 16:26:53,PAYMENT,a3c777ff1dcbefc,1100
2fde99cafdeb11e9b3fd509a4c8d103b18080,5822769,2020-02-03 12:36:57,PAYMENT,f60f7d27bf84152,3900
bfd0cd5fd56b11e9a4a9509a4c8d0caf19080,2582334,2019-12-12 23:43:56,PAYMENT,4d45cfeac2e7855,2500
f246c8dfd56c11e99a79509a4c8d0e6f18080,2582885,2019-12-12 23:52:31,PAYMENT,4d45cfeac2e7855,2500
14607963d56911e9a838509a4c8d0caf18080,2581080,2019-12-12 23:24:50,PAYMENT,4d45cfeac2e7855,2500
5f3f354beff311e9878b509a4c8d0caf18080,4655203,2020-01-16 18:00:16,PAYMENT,5641f972764fce8,5900
261490ffe13c11e99eff509a4c8d0caf19080,3500814,2019-12-28 00:33:26,PAYMENT,2a8b893fa2472ef,7500
ae8d2095e19211e99eff509a4c8d0caf19080,3520997,2019-12-28 10:52:52,PAYMENT,2a8b893fa2472ef,5900
54d2539b062811eaaeab509a4c8d0e6f19080,6522341,2020-02-14 00:14:48,PAYMENT,a457f210e06c56a,5900
b54a6d70062d11eabf40509a4c8d0cf319080,6525743,2020-02-14 00:53:17,PAYMENT,a457f210e06c56a,2500
2e68c0de068711eabf40509a4c8d0cf319080,6552090,2020-02-14 11:33:45,PAYMENT,14db9afbd2f236d,2500
d0e30cc70ebd11eaae5c509a4c8d103b19080,7302904,2020-02-24 22:25:00,PAYMENT,3c9c23defcaedf5,1200
531799630e6611eaa523509a4c8d0cf318080,7268525,2020-02-24 11:58:43,PAYMENT,3c9c23defcaedf5,1200
1460d035e8e311e9bfb2509a4c8d0caf18080,4103783,2020-01-07 18:16:02,PAYMENT,a19e44ab8e009fa,2500
c66af39ce8c511e9bdcb509a4c8d0caf19080,4094235,2020-01-07 14:46:15,PAYMENT,ef0adc4cb396fb4,500
77356aaee68c11e991c0509a4c8d0e6f19080,3930175,2020-01-04 18:50:58,PAYMENT,ef0adc4cb396fb4,3900
ada7a698df3f11e98101509a4c8d0e6f18080,3343178,2019-12-25 11:53:40,PAYMENT,b0e19c819bcb4ce,12000
f9fdbaf0df0011e98ccd509a4c8d0e6f19080,3331502,2019-12-25 04:24:50,PAYMENT,22bf2f406568ab0,8900
b156df47dee811e99308509a4c8d0caf18080,3326696,2019-12-25 01:31:00,PAYMENT,461e0c9403a26ef,6000
52ee3529e31211e9b5b4509a4c8d103b18080,3632658,2019-12-31 08:39:05,PAYMENT,f60f7d27bf84152,3300
37d13156fab211e9aa17509a4c8d103b19080,5537631,2020-01-30 10:11:36,PAYMENT,a5533c62e88a626,2500
553bf6b1faad11e9adec509a4c8d0caf19080,5536184,2020-01-30 09:36:38,PAYMENT,a5533c62e88a626,12000
64f1a6ddf52e11e9a156509a4c8d0caf19080,5089631,2020-01-23 09:45:22,PAYMENT,a3c777ff1dcbefc,4900
b73f6937083011eaab71509a4c8d0caf19080,6707333,2020-02-16 14:19:52,PAYMENT,f60f7d27bf84152,22000
fd390cb2d20311e9bf15509a4c8d0cf319080,2316346,2019-12-08 15:43:38,PAYMENT,3c9c23defcaedf5,2400
c2b313e6f8d111e9af73509a4c8d0e6f19080,5396653,2020-01-28 00:52:21,PAYMENT,a457f210e06c56a,5900
ec6bad8ef8cb11e9b3fd509a4c8d103b18080,5393546,2020-01-28 00:10:34,PAYMENT,a457f210e06c56a,2500
9244e37d068011eaa48d509a4c8d0e6f18080,6549554,2020-02-14 10:46:27,PAYMENT,8e54597b4474320,2500
ee8fbad4f39e11e98942509a4c8d0cf319080,4963151,2020-01-21 10:05:54,PAYMENT,11e219f00a067ab,2500
024768a2d87811e99332509a4c8d0cf319080,2839380,2019-12-16 20:49:15,PAYMENT,ef0adc4cb396fb4,5900
dbfbfb2e016511eaaf73509a4c8d0e6f19080,6105687,2020-02-07 22:52:39,PAYMENT,1ff3b756fc8ef1b,33000
997c08abf4c811e99582509a4c8d0e6f19080,5061209,2020-01-22 21:36:42,PAYMENT,97be6af3c68b995,12000
8c73bfadf4d811e98527509a4c8d103b19080,5067289,2020-01-22 23:30:52,PAYMENT,97be6af3c68b995,1200
a5eb2b81f4c811e99582509a4c8d0e6f19080,5061223,2020-01-22 21:37:03,PAYMENT,97be6af3c68b995,9900
50606921eb2a11e9b253509a4c8d0e6f18080,4280227,2020-01-10 15:50:58,PAYMENT,8e54597b4474320,1100
415323efdb8d11e9ac26509a4c8d103b19080,3066908,2019-12-20 18:58:54,PAYMENT,3c9c23defcaedf5,1200
899d4700e59e11e9800c509a4c8d103b18080,3849028,2020-01-03 14:27:49,PAYMENT,6301b40782f10b2,1200
0edcd40edf3311e99eb7509a4c8d0cf319080,3339896,2019-12-25 10:23:20,PAYMENT,21d076db70d269d,11500
1d897b4eee3411e9aa11509a4c8d0cf319080,4527332,2020-01-14 12:38:41,PAYMENT,a5533c62e88a626,5900
ea1b2c86ee5911e9a50a509a4c8d0e6f18080,4538860,2020-01-14 17:09:16,PAYMENT,a5533c62e88a626,1200
169faeda07da11eab489509a4c8d103b18080,6683493,2020-02-16 03:59:46,PAYMENT,42d625ac9479416,4900
bf9b8d97080611eaa48d509a4c8d0e6f18080,6692241,2020-02-16 09:19:27,PAYMENT,a5533c62e88a626,25000
10bf3fd7087b11eaa278509a4c8d0cf318080,6734076,2020-02-16 23:12:04,PAYMENT,a5533c62e88a626,5900
4452b828e29f11e99742509a4c8d0caf18080,3600467,2019-12-29 18:55:29,PAYMENT,a5533c62e88a626,5900
fe9971d6e25411e99dae509a4c8d0e6f19080,3576732,2019-12-29 10:03:49,PAYMENT,a5533c62e88a626,12000
4076cef7f59911e9a8a3509a4c8d0caf18080,5124931,2020-01-23 22:30:17,PAYMENT,42d625ac9479416,2500
c50266aaf59211e9a15b509a4c8d0e6f18080,5122685,2020-01-23 21:43:53,PAYMENT,a5533c62e88a626,5900
dae95fffd52e11e99a79509a4c8d0e6f18080,2556233,2019-12-12 16:28:03,PAYMENT,a3c777ff1dcbefc,1100
51979bbbd4da11e9b3d0509a4c8d0e6f19080,2524739,2019-12-12 06:22:55,PAYMENT,f60f7d27bf84152,8900
f7481b64e5b511e9bdcb509a4c8d0caf19080,3858754,2020-01-03 17:15:31,PAYMENT,789c51249d29be2,2000
811dc1bae89611e9bbe3509a4c8d103b19080,4013773,2020-01-07 09:07:52,CANCEL,29930470b50a61a,74000
0166b4edeb5011e9aa11509a4c8d0cf319080,4295919,2020-01-10 20:20:46,PAYMENT,ca85b790441d897,2500
0b274d35eaf611e991c0509a4c8d0e6f19080,4260610,2020-01-10 09:36:48,PAYMENT,3c9c23defcaedf5,12000
a6a6a6cceaaa11e9b253509a4c8d0e6f18080,4239816,2020-01-10 00:37:07,PAYMENT,3c9c23defcaedf5,1200
1ed9b007eaaf11e9bbe3509a4c8d103b19080,4242223,2020-01-10 01:09:07,PAYMENT,5e4e13093509402,4900
461ac17df0c611e99d40509a4c8d0caf19080,4724048,2020-01-17 19:09:58,PAYMENT,860e64065c6beea,2500
5d48e75a068411eaab71509a4c8d0caf19080,6551061,2020-02-14 11:13:36,PAYMENT,454d67ba84ec3aa,2500
0b9b20adec5211e9a3c3509a4c8d0cf318080,4387800,2020-01-12 03:07:53,PAYMENT,1e06a0714b678e0,2500
19bcae9cfd8e11e9af73509a4c8d0e6f19080,5800329,2020-02-03 01:30:37,PAYMENT,a5533c62e88a626,2500
5f45d2c5fdda11e9a15b509a4c8d0e6f18080,5817175,2020-02-03 10:36:36,PAYMENT,a5533c62e88a626,25000
13e34faddc9611e99332509a4c8d0cf319080,3154481,2019-12-22 02:34:35,PAYMENT,335f555b9f2cbb5,1100
8a0533d1d88411e99909509a4c8d0caf18080,2843656,2019-12-16 22:18:57,PAYMENT,ce4397ce29089df,1200
0fa91cc3d85d11e99d32509a4c8d0e6f18080,2831000,2019-12-16 17:36:21,PAYMENT,ce4397ce29089df,1200
610c31e0d86b11e9b6a3509a4c8d0cf318080,2835529,2019-12-16 19:18:51,PAYMENT,ce4397ce29089df,1200
46ecf993d88b11e99d32509a4c8d0e6f18080,2846216,2019-12-16 23:07:11,PAYMENT,ce4397ce29089df,1200
834fff7bd87211e99d32509a4c8d0e6f18080,2837707,2019-12-16 20:09:55,PAYMENT,ce4397ce29089df,1200
00a1f1ffef8611e9817c509a4c8d0e6f19080,4626774,2020-01-16 04:57:23,PAYMENT,30004ad35ff5187,1200
9f542d98de7311e98278509a4c8d0e6f18080,3287467,2019-12-24 11:32:58,PAYMENT,0f80e0f9b9c44c2,2500
94112ee0de4e11e99a17509a4c8d0caf19080,3278922,2019-12-24 07:07:48,PAYMENT,b0e19c819bcb4ce,6000
c5994529e4f411e98a8d509a4c8d0cf318080,3791930,2020-01-02 18:12:35,PAYMENT,3c9c23defcaedf5,1200
2b233aa9e64d11e985ae509a4c8d0cf319080,3908479,2020-01-04 11:17:52,PAYMENT,a5533c62e88a626,12000
345c9a12f0ed11e9a50a509a4c8d0e6f18080,4739504,2020-01-17 23:48:39,PAYMENT,3c9c23defcaedf5,1200
de1a854df0ce11e99d40509a4c8d0caf19080,4727379,2020-01-17 20:11:29,PAYMENT,3c9c23defcaedf5,9900
9114bf50e2b311e9a7b8509a4c8d0cf319080,3606620,2019-12-29 21:20:48,PAYMENT,627bb3ef1ce3d1c,9600
dd220197e21311e9a7b8509a4c8d0cf319080,3564625,2019-12-29 02:17:35,PAYMENT,9faa1c97276841a,3000
ca8590eddbe711e9a02c509a4c8d103b18080,3095566,2019-12-21 05:46:59,PAYMENT,15448a6654ffa4e,2500
5770b999e5b411e985ae509a4c8d0cf319080,3858114,2020-01-03 17:03:53,PAYMENT,b4f140b4d115a08,1200
43e46b03f13e11e99d40509a4c8d0caf19080,4762899,2020-01-18 09:28:54,PAYMENT,7fabcb5201ebd38,8900
7f51351cf47511e993e7509a4c8d103b19080,5033069,2020-01-22 11:41:49,PAYMENT,9408463db1ca261,6000
a8a7736edb2511e9a1e3509a4c8d0e6f19080,3036503,2019-12-20 06:37:20,PAYMENT,f60f7d27bf84152,5000
32244e67fb0111e9b3fd509a4c8d103b18080,5565969,2020-01-30 19:36:57,PAYMENT,5b01dd4cdff2e28,2500
399fd091f6e111e99a38509a4c8d0cf319080,5235954,2020-01-25 13:38:01,PAYMENT,9cfa3f103908911,9500
3388fa0df6e111e99a38509a4c8d0cf319080,5235946,2020-01-25 13:37:51,PAYMENT,9cfa3f103908911,18000
9e72846be37311e9a2d3509a4c8d0cf318080,3664274,2019-12-31 20:15:34,PAYMENT,cd3eec490f1dadf,9900
81e5fb0de5cd11e9bfb2509a4c8d0caf18080,3866959,2020-01-03 20:04:02,PAYMENT,b755e6d3a786e32,2500
3c8abb8fe52b11e991c0509a4c8d0e6f19080,3813602,2020-01-03 00:42:28,PAYMENT,2c50fdbae6bdf52,1200
6d8da52fe55911e9bbe3509a4c8d103b19080,3826790,2020-01-03 06:13:06,PAYMENT,15448a6654ffa4e,4900
b7e31e7edbfb11e9ac26509a4c8d103b19080,3099082,2019-12-21 08:09:38,PAYMENT,356bc7e869cc7ae,3300
9675f40ff39511e98019509a4c8d0cf318080,4960479,2020-01-21 08:59:02,PAYMENT,21d076db70d269d,6000
ab650759f3f611e98019509a4c8d0cf318080,4993142,2020-01-21 20:33:58,PAYMENT,2c50fdbae6bdf52,2500
5abf1857f3f911e9aa78509a4c8d0caf18080,4994025,2020-01-21 20:53:10,PAYMENT,2c50fdbae6bdf52,1200
73e8c334f3f211e9aea4509a4c8d0e6f18080,4991777,2020-01-21 20:03:46,PAYMENT,2c50fdbae6bdf52,1200
173f886ff3f411e9aa78509a4c8d0caf18080,4992308,2020-01-21 20:15:30,PAYMENT,2c50fdbae6bdf52,2500
3c4f143eda6811e99332509a4c8d0cf319080,2977900,2019-12-19 08:01:24,PAYMENT,6a341094da567fc,11500
e761069a003a11eaadec509a4c8d0caf19080,6000840,2020-02-06 11:12:38,PAYMENT,ce4397ce29089df,1100
974e74f0f59e11e9982a509a4c8d0cf318080,5126954,2020-01-23 23:08:30,PAYMENT,b0e19c819bcb4ce,6000
f2f236f6ee8211e9b5f8509a4c8d103b19080,4550983,2020-01-14 22:03:00,PAYMENT,4c9ba09676d228a,1200
9ed4a9e7f4d111e9a3a2509a4c8d0cf318080,5064442,2020-01-22 22:41:16,PAYMENT,5641f972764fce8,5900
8ac095d5f4d111e98527509a4c8d103b19080,5064400,2020-01-22 22:40:42,PAYMENT,5641f972764fce8,5900
923ec48bf4d111e98527509a4c8d103b19080,5064413,2020-01-22 22:40:55,PAYMENT,5641f972764fce8,5900
3b86c720e1cb11e9a7b8509a4c8d0cf319080,3539749,2019-12-28 17:37:41,PAYMENT,882eb9bac1bb05f,7900
67b5dc2ae7d611e9bdcb509a4c8d0caf19080,4025675,2020-01-06 10:12:46,PAYMENT,ce4397ce29089df,1100
b391a5ebe65b11e98a8d509a4c8d0cf318080,3913471,2020-01-04 13:01:55,PAYMENT,764470510399dec,1200
2ca509e6efc511e99d40509a4c8d0caf19080,4640197,2020-01-16 12:29:35,PAYMENT,21d076db70d269d,1100
b824d250efc411e99131509a4c8d0cf319080,4640047,2020-01-16 12:26:20,PAYMENT,21d076db70d269d,11500
4c13d155091d11eaafc6509a4c8d0caf18080,6786609,2020-02-17 18:33:23,PAYMENT,a5533c62e88a626,5900
540e5bc1091d11eaa278509a4c8d0cf318080,6786621,2020-02-17 18:33:36,PAYMENT,a5533c62e88a626,12000
80433881d1dc11e98400509a4c8d103b18080,2304904,2019-12-08 11:00:59,PAYMENT,627bb3ef1ce3d1c,9600
918a797ad48911e9a4a9509a4c8d0caf19080,2496525,2019-12-11 20:44:53,PAYMENT,d2efd3142e356d4,11500
8ec25852d48911e9b150509a4c8d0cf319080,2496520,2019-12-11 20:44:48,PAYMENT,d2efd3142e356d4,9500
344db2c7082911eaab71509a4c8d0caf19080,6704550,2020-02-16 13:26:05,PAYMENT,21d076db70d269d,1100
4466c93a038211eaaa17509a4c8d103b19080,6286478,2020-02-10 15:21:01,PAYMENT,dbad01221f98931,2500
08ae3d8ae21811e99dae509a4c8d0e6f19080,3565784,2019-12-29 02:47:26,PAYMENT,f4678910f2856c1,2500
73ee98e5d50511e9a4a9509a4c8d0caf19080,2537151,2019-12-12 11:31:41,PAYMENT,265744836722306,2500
f1c769de06b011eaab71509a4c8d0caf19080,6569366,2020-02-14 16:32:43,PAYMENT,cd3eec490f1dadf,6000
64c4aa61f47211e9b7aa509a4c8d0caf19080,5032032,2020-01-22 11:19:37,PAYMENT,a5533c62e88a626,5900
29de7eb3124211ea893a509a4c8d0cf319080,7647387,2020-02-29 09:49:56,PAYMENT,1e8bd2adc3a16f6,2500
d89fd361dccd11e9ac26509a4c8d103b19080,3165434,2019-12-22 09:13:47,PAYMENT,12a9f1243ebf91e,2500
90a1097ee8dd11e985ae509a4c8d0cf319080,4101747,2020-01-07 17:36:32,PAYMENT,335f555b9f2cbb5,2500
18b55201e6c611e9bdcb509a4c8d0caf19080,3952443,2020-01-05 01:43:31,PAYMENT,4721aaa1353920f,3900
b5e7ec34e76111e98a8d509a4c8d0cf318080,3994497,2020-01-05 20:17:26,PAYMENT,4721aaa1353920f,1200
ba9b826ff38e11e9bc7f509a4c8d103b18080,4958896,2020-01-21 08:09:55,PAYMENT,356bc7e869cc7ae,3300
24eeb04806d311eab874509a4c8d103b19080,6583781,2020-02-14 20:37:31,PAYMENT,8192243474a5295,2500
24fb3705004811eaa15b509a4c8d0e6f18080,6004849,2020-02-06 12:47:25,PAYMENT,a5533c62e88a626,25000
baa16773001311eaa8a3509a4c8d0caf18080,5991710,2020-02-06 06:32:13,PAYMENT,a5533c62e88a626,3300
2c199e37e7af11e991c0509a4c8d0e6f19080,4018918,2020-01-06 05:31:56,PAYMENT,a5533c62e88a626,3300
9633cc61e82d11e985ae509a4c8d0cf319080,4052354,2020-01-06 20:36:50,PAYMENT,a5533c62e88a626,5900
481eedf8e29d11e9a7b8509a4c8d0cf319080,3599879,2019-12-29 18:41:16,PAYMENT,734b049c50c5e81,3900
bf05bf2eea8711e9bfb2509a4c8d0caf18080,4225007,2020-01-09 20:27:16,PAYMENT,3c9c23defcaedf5,3600
f9dfeaf8ea9c11e9bdcb509a4c8d0caf19080,4232336,2020-01-09 22:59:14,PAYMENT,3c9c23defcaedf5,4900
d4631588dae511e99d32509a4c8d0e6f18080,3016426,2019-12-19 23:00:25,PAYMENT,15448a6654ffa4e,3900
d004664c038e11eab3fd509a4c8d103b18080,6291100,2020-02-10 16:50:50,PAYMENT,8e54597b4474320,1100
faefb9f9087211eab489509a4c8d103b18080,6731005,2020-02-16 22:14:11,PAYMENT,2c50fdbae6bdf52,1200
3ad3f7ea087411eab874509a4c8d103b19080,6731468,2020-02-16 22:23:08,PAYMENT,2c50fdbae6bdf52,3900
a8910c81087711eaa48d509a4c8d0e6f18080,6732759,2020-02-16 22:47:41,PAYMENT,2c50fdbae6bdf52,1200
0550a7d4087111eabf40509a4c8d0cf319080,6730244,2020-02-16 22:00:10,PAYMENT,2c50fdbae6bdf52,2500
c95149e8086811eab874509a4c8d103b19080,6727268,2020-02-16 21:01:13,PAYMENT,2e4c90ae0a1f4b4,5900
ac2aafe703a411eaadec509a4c8d0caf19080,6298795,2020-02-10 19:27:18,PAYMENT,3c9c23defcaedf5,1200
74f619d3ecd711e99363509a4c8d0caf18080,4425332,2020-01-12 19:02:53,PAYMENT,4c9ba09676d228a,1200
1d3ff08becc611e99e11509a4c8d0e6f19080,4419611,2020-01-12 16:58:45,PAYMENT,4c9ba09676d228a,5900
141968adecc611e980dd509a4c8d0caf19080,4419593,2020-01-12 16:58:30,PAYMENT,4c9ba09676d228a,5900
7fba6209eca911e99e11509a4c8d0e6f19080,4409312,2020-01-12 13:33:55,PAYMENT,4c9ba09676d228a,5900
1ba2c883fe1211e9aa17509a4c8d103b19080,5837085,2020-02-03 17:15:34,PAYMENT,789c51249d29be2,2000
e2135784fa4011e99a38509a4c8d0cf319080,5506094,2020-01-29 20:40:19,PAYMENT,265744836722306,1200
8ca8ae66f9e611e9af73509a4c8d0e6f19080,5473274,2020-01-29 09:53:41,PAYMENT,a5533c62e88a626,37000
256e4d2ef9f511e9af73509a4c8d0e6f19080,5478553,2020-01-29 11:38:10,PAYMENT,a5533c62e88a626,5900
417e7150f9f511e9aa17509a4c8d103b19080,5478587,2020-01-29 11:38:57,PAYMENT,a5533c62e88a626,2500
33b60043f9f511e9b3fd509a4c8d103b18080,5478569,2020-01-29 11:38:34,PAYMENT,a5533c62e88a626,3900
7b2bc3adf9f511e9adec509a4c8d0caf19080,5478670,2020-01-29 11:40:34,PAYMENT,a5533c62e88a626,3900
48c367cff9f511e9b3fd509a4c8d103b18080,5478597,2020-01-29 11:39:09,PAYMENT,a5533c62e88a626,1200
fd3a81e2f58b11e9adec509a4c8d0caf19080,5120435,2020-01-23 20:55:21,PAYMENT,6a341094da567fc,11500
5f365f8a0c4f11ea8892509a4c8d0cf319080,7080698,2020-02-21 20:09:22,PAYMENT,ce973a22d928c86,2500
12d41d5bef9411e9a50a509a4c8d0e6f18080,4628765,2020-01-16 06:38:06,PAYMENT,7fabcb5201ebd38,3300
3d32c47ef93911e9b3fd509a4c8d103b18080,5421734,2020-01-28 13:13:05,PAYMENT,fdac1638c0bb53b,12000
43b9f4510e8911ea95a2509a4c8d103b18080,7282940,2020-02-24 16:08:50,PAYMENT,a5533c62e88a626,5900
d7a669c20e8811eabde0509a4c8d0caf18080,7282776,2020-02-24 16:05:49,PAYMENT,a5533c62e88a626,2500
37f6a1db0e8911ea95a2509a4c8d103b18080,7282923,2020-02-24 16:08:30,PAYMENT,a5533c62e88a626,5900
38b63601e5fe11e9bdcb509a4c8d0caf19080,3889352,2020-01-04 01:52:44,PAYMENT,4c9ba09676d228a,1200
05db75cfe60e11e9bbe3509a4c8d103b19080,3894420,2020-01-04 03:45:51,PAYMENT,4c9ba09676d228a,1200
319863ade6aa11e9bdcb509a4c8d0caf19080,3940101,2020-01-04 22:23:47,PAYMENT,4c9ba09676d228a,1200
cf3cdf14e24e11e99742509a4c8d0caf18080,3575108,2019-12-29 09:19:32,PAYMENT,a2ce6320ebd1117,1200
c80a4054ee7511e9a50a509a4c8d0e6f18080,4546968,2020-01-14 20:28:44,PAYMENT,2c50fdbae6bdf52,1200
10af118fe79611e9800c509a4c8d103b18080,4013773,2020-01-06 02:32:12,PAYMENT,29930470b50a61a,74000
7148b4abe35b11e9a7b8509a4c8d0cf319080,3655445,2019-12-31 17:22:29,PAYMENT,2c9efe030f2623e,2500
